,input,label
201,"Which sentence has the correct adjective order:
Options:
(A) good spherical shoe
(B) spherical good shoe",(A)
33,"Which sentence has the correct adjective order:
Options:
(A) hiking Japanese black medium-size cloth knife
(B) medium-size black Japanese cloth hiking knife",(B)
141,"Which sentence has the correct adjective order:
Options:
(A) old circular brown Turkish wool car
(B) brown circular Turkish wool old car",(A)
219,"Which sentence has the correct adjective order:
Options:
(A) massive ancient triangular orange silver hiking computer
(B) hiking ancient triangular silver massive orange computer",(A)
25,"Which sentence has the correct adjective order:
Options:
(A) rectangular silver ancient green ridiculous big knife
(B) ridiculous big ancient rectangular green silver knife",(B)
111,"Which sentence has the correct adjective order:
Options:
(A) lovely archaic cardboard cat
(B) cardboard archaic lovely cat",(A)
18,"Which sentence has the correct adjective order:
Options:
(A) leather wonderful Pakistani white medium-size monkey
(B) wonderful medium-size white Pakistani leather monkey",(B)
196,"Which sentence has the correct adjective order:
Options:
(A) ridiculous pyramidal big leather sock
(B) ridiculous big pyramidal leather sock",(B)
180,"Which sentence has the correct adjective order:
Options:
(A) good old prismlike monkey
(B) prismlike good old monkey",(A)
159,"Which sentence has the correct adjective order:
Options:
(A) nice enormous gold sock
(B) enormous nice gold sock",(A)
118,"Which sentence has the correct adjective order:
Options:
(A) obnoxious midsize wood computer
(B) obnoxious wood midsize computer",(A)
96,"Which sentence has the correct adjective order:
Options:
(A) archaic nice snorkeling rectangular grey baby
(B) nice archaic rectangular grey snorkeling baby",(B)
108,"Which sentence has the correct adjective order:
Options:
(A) large red good chair
(B) good large red chair",(B)
185,"Which sentence has the correct adjective order:
Options:
(A) tiny rubber pyramidal knife
(B) tiny pyramidal rubber knife",(B)
222,"Which sentence has the correct adjective order:
Options:
(A) old-fashioned rectangular brown Russian baby
(B) Russian brown old-fashioned rectangular baby",(A)
16,"Which sentence has the correct adjective order:
Options:
(A) enormous yellow Egyptian monkey
(B) enormous Egyptian yellow monkey",(A)
146,"Which sentence has the correct adjective order:
Options:
(A) silly grey silver chair
(B) silver grey silly chair",(A)
69,"Which sentence has the correct adjective order:
Options:
(A) ridiculous midsize old-fashioned pyramidal gray wool driving sock
(B) old-fashioned wool midsize pyramidal gray ridiculous driving sock",(A)
173,"Which sentence has the correct adjective order:
Options:
(A) old Congolese fiberglass snorkeling sweater
(B) snorkeling Congolese fiberglass old sweater",(A)
38,"Which sentence has the correct adjective order:
Options:
(A) midsize whittling gray nice baby
(B) nice midsize gray whittling baby",(B)
132,"Which sentence has the correct adjective order:
Options:
(A) good ancient square Indian motorcycle
(B) ancient Indian good square motorcycle",(A)
225,"Which sentence has the correct adjective order:
Options:
(A) midsize brand-new purple Vietnamese fiberglass sweater
(B) fiberglass midsize brand-new Vietnamese purple sweater",(A)
238,"Which sentence has the correct adjective order:
Options:
(A) Turkish rectangular large knife
(B) large rectangular Turkish knife",(B)
119,"Which sentence has the correct adjective order:
Options:
(A) mysterious little Bangladeshi silver baby
(B) silver mysterious little Bangladeshi baby",(A)
136,"Which sentence has the correct adjective order:
Options:
(A) Pakistani snorkeling large old ship
(B) large old Pakistani snorkeling ship",(B)
66,"Which sentence has the correct adjective order:
Options:
(A) big circular pink Thai silver driving car
(B) silver circular driving big Thai pink car",(A)
217,"Which sentence has the correct adjective order:
Options:
(A) large spherical purple smoking new sweater
(B) large new spherical purple smoking sweater",(B)
154,"Which sentence has the correct adjective order:
Options:
(A) tiny new triangular gray walking car
(B) triangular new gray tiny walking car",(A)
168,"Which sentence has the correct adjective order:
Options:
(A) eating small circular nice chair
(B) nice small circular eating chair",(B)
229,"Which sentence has the correct adjective order:
Options:
(A) drinking good Bangladeshi tan paper monkey
(B) good tan Bangladeshi paper drinking monkey",(B)
233,"Which sentence has the correct adjective order:
Options:
(A) lovely old gray motorcycle
(B) gray lovely old motorcycle",(A)
156,"Which sentence has the correct adjective order:
Options:
(A) mysterious Indian pyramidal sock
(B) mysterious pyramidal Indian sock",(B)
117,"Which sentence has the correct adjective order:
Options:
(A) big brand-new orange fiberglass snorkeling knife
(B) snorkeling fiberglass brand-new orange big knife",(A)
84,"Which sentence has the correct adjective order:
Options:
(A) walking archaic terrible Vietnamese tan baby
(B) terrible archaic tan Vietnamese walking baby",(B)
125,"Which sentence has the correct adjective order:
Options:
(A) good rubber cat
(B) rubber good cat",(A)
167,"Which sentence has the correct adjective order:
Options:
(A) good square Ethiopian snorkeling motorcycle
(B) Ethiopian square snorkeling good motorcycle",(A)
245,"Which sentence has the correct adjective order:
Options:
(A) plastic tiny silly knife
(B) silly tiny plastic knife",(B)
109,"Which sentence has the correct adjective order:
Options:
(A) new walking Turkish green sock
(B) new green Turkish walking sock",(B)
172,"Which sentence has the correct adjective order:
Options:
(A) massive Congolese cloth smoking surfboard
(B) cloth smoking massive Congolese surfboard",(A)
234,"Which sentence has the correct adjective order:
Options:
(A) ridiculous triangular pink surfboard
(B) triangular pink ridiculous surfboard",(A)
73,"Which sentence has the correct adjective order:
Options:
(A) drinking old monkey
(B) old drinking monkey",(B)
158,"Which sentence has the correct adjective order:
Options:
(A) driving paper old-fashioned brown Bangladeshi good spherical shoe
(B) good old-fashioned spherical brown Bangladeshi paper driving shoe",(B)
115,"Which sentence has the correct adjective order:
Options:
(A) paper Indian ancient pink pyramidal ship
(B) ancient pyramidal pink Indian paper ship",(B)
75,"Which sentence has the correct adjective order:
Options:
(A) snorkeling awful silver sweater
(B) awful silver snorkeling sweater",(B)
237,"Which sentence has the correct adjective order:
Options:
(A) archaic enormous awful exercise sock
(B) awful enormous archaic exercise sock",(B)
82,"Which sentence has the correct adjective order:
Options:
(A) lovely ancient triangular orange Turkish wood smoking shoe
(B) Turkish wood smoking lovely orange ancient triangular shoe",(A)
29,"Which sentence has the correct adjective order:
Options:
(A) square Congolese driving old-fashioned dog
(B) old-fashioned square Congolese driving dog",(B)
126,"Which sentence has the correct adjective order:
Options:
(A) brand-new square black wool eating motorcycle
(B) eating square wool brand-new black motorcycle",(A)
79,"Which sentence has the correct adjective order:
Options:
(A) midsize purple Russian gold snorkeling sock
(B) gold Russian midsize purple snorkeling sock",(A)
86,"Which sentence has the correct adjective order:
Options:
(A) enormous pyramidal white Indonesian glass smoking cat
(B) pyramidal Indonesian enormous smoking white glass cat",(A)
5,"Which sentence has the correct adjective order:
Options:
(A) midsize ancient spherical knife
(B) spherical ancient midsize knife",(A)
56,"Which sentence has the correct adjective order:
Options:
(A) cloth hiking huge old-fashioned shoe
(B) huge old-fashioned cloth hiking shoe",(B)
186,"Which sentence has the correct adjective order:
Options:
(A) enormous circular Pakistani snorkeling gold yellow baby
(B) enormous circular yellow Pakistani gold snorkeling baby",(B)
231,"Which sentence has the correct adjective order:
Options:
(A) nice small square white steel motorcycle
(B) nice steel square white small motorcycle",(A)
170,"Which sentence has the correct adjective order:
Options:
(A) mysterious lead orange walking surfboard
(B) mysterious orange lead walking surfboard",(B)
65,"Which sentence has the correct adjective order:
Options:
(A) Chinese drinking grey motorcycle
(B) grey Chinese drinking motorcycle",(B)
140,"Which sentence has the correct adjective order:
Options:
(A) brand-new grey paper sweater
(B) grey paper brand-new sweater",(A)
124,"Which sentence has the correct adjective order:
Options:
(A) large archaic red Indonesian sock
(B) large red Indonesian archaic sock",(A)
213,"Which sentence has the correct adjective order:
Options:
(A) driving Thai wool enormous circular dog
(B) enormous circular Thai wool driving dog",(B)
148,"Which sentence has the correct adjective order:
Options:
(A) cardboard ridiculous old-fashioned cat
(B) ridiculous old-fashioned cardboard cat",(B)
31,"Which sentence has the correct adjective order:
Options:
(A) Russian huge repulsive archaic triangular ship
(B) repulsive huge archaic triangular Russian ship",(B)
12,"Which sentence has the correct adjective order:
Options:
(A) Pakistani normal-size white paper good snorkeling monkey
(B) good normal-size white Pakistani paper snorkeling monkey",(B)
35,"Which sentence has the correct adjective order:
Options:
(A) silver new repulsive exercise green Pakistani computer
(B) repulsive new green Pakistani silver exercise computer",(B)
28,"Which sentence has the correct adjective order:
Options:
(A) enormous brand-new German drinking motorcycle
(B) brand-new drinking German enormous motorcycle",(A)
42,"Which sentence has the correct adjective order:
Options:
(A) Russian steel awful chair
(B) awful Russian steel chair",(B)
218,"Which sentence has the correct adjective order:
Options:
(A) normal-size spherical Nigerian lovely exercise green ship
(B) lovely normal-size spherical green Nigerian exercise ship",(B)
22,"Which sentence has the correct adjective order:
Options:
(A) new white lead walking surfboard
(B) walking lead new white surfboard",(A)
93,"Which sentence has the correct adjective order:
Options:
(A) huge snorkeling tan cloth spherical ship
(B) huge spherical tan cloth snorkeling ship",(B)
212,"Which sentence has the correct adjective order:
Options:
(A) repulsive prismlike glass shoe
(B) glass repulsive prismlike shoe",(A)
101,"Which sentence has the correct adjective order:
Options:
(A) brand-new circular Pakistani surfboard
(B) Pakistani circular brand-new surfboard",(A)
