,input,label
158,"Find a movie similar to Dances with Wolves, Get Shorty, The Fugitive, Braveheart:
Options:
(A) Barbershop 2 Back in Business
(B) Cool Runnings
(C) To Be or Not to Be
(D) The Shawshank Redemption",(D)
115,"Find a movie similar to Don Juan DeMarco, Mr Holland's Opus, What's Eating Gilbert Grape, Pulp Fiction:
Options:
(A) Get Shorty
(B) Kolya
(C) Death Wish 2
(D) Gold Diggers of 1933",(A)
75,"Find a movie similar to Pulp Fiction, Dances with Wolves, The Fugitive, The Shawshank Redemption:
Options:
(A) Baby Secret of the Lost Legend
(B) The Care Bears Movie
(C) The Fiendish Plot of Dr Fu Manchu
(D) Forrest Gump",(D)
237,"Find a movie similar to The Shawshank Redemption, Pulp Fiction, Crimson Tide, Forrest Gump:
Options:
(A) Braveheart
(B) Ripley's Game
(C) Spanglish
(D) Meet the Feebles",(A)
82,"Find a movie similar to Braveheart, Dances with Wolves, The Shawshank Redemption, The Usual Suspects:
Options:
(A) 3000 Miles to Graceland
(B) Crimson Tide
(C) Best Men
(D) A Very Harold & Kumar 3D Christmas",(B)
29,"Find a movie similar to The Shawshank Redemption, Pulp Fiction, Schindler's List, Braveheart:
Options:
(A) The Bank Job
(B) Robot Carnival
(C) Dances with Wolves
(D) The Family Stone",(C)
126,"Find a movie similar to The Matrix, Star Wars Episode V - The Empire Strikes Back, Star Wars Episode IV - A New Hope, Forrest Gump:
Options:
(A) Pulp Fiction
(B) Da geht noch was!
(C) Hudson Hawk
(D) The Brothers Grimm",(A)
79,"Find a movie similar to The Terminator, Wayne's World, Star Wars Episode V - The Empire Strikes Back, Indiana Jones and the Temple of Doom:
Options:
(A) Nixon
(B) The Pink Panther
(C) The Pawnbroker
(D) Raiders of the Lost Ark",(D)
86,"Find a movie similar to Pulp Fiction, The Silence of the Lambs, Forrest Gump, Laputa Castle in the Sky:
Options:
(A) Bone Tomahawk
(B) The Brice Man
(C) The Village
(D) The Shawshank Redemption",(D)
5,"Find a movie similar to Heat, The Fugitive, Forrest Gump, The Silence of the Lambs:
Options:
(A) Death Race 2
(B) Cannonball Run II
(C) Independence Day
(D) Slumber Party Massacre II",(C)
56,"Find a movie similar to Star Wars Episode V - The Empire Strikes Back, Independence Day, Terminator 2 Judgment Day, Star Wars Episode VI - Return of the Jedi:
Options:
(A) High School
(B) Pushing Tin
(C) What Happened
(D) Miss Simone
(E) Back to the Future",(E)
186,"Find a movie similar to The Blues Brothers, The Usual Suspects, Forrest Gump, The Silence of the Lambs:
Options:
(A) Independence Day
(B) A Place in the Sun
(C) Son in Law
(D) Hot Tub Time Machine",(A)
231,"Find a movie similar to Pulp Fiction, Stargate, The Fugitive, The Shawshank Redemption:
Options:
(A) The Astronaut Farmer
(B) It's Pat
(C) One-Eyed Jacks
(D) Dances with Wolves",(D)
170,"Find a movie similar to Apollo 13, Pulp Fiction, Pretty Woman, Braveheart:
Options:
(A) In Good Company
(B) A Summer's Tale
(C) Phenomena
(D) The Shawshank Redemption",(D)
65,"Find a movie similar to The Terminator, Star Wars Episode VI - Return of the Jedi, Forrest Gump, Star Wars Episode IV - A New Hope:
Options:
(A) Independence Day
(B) The Human Condition III
(C) The Lifeguard
(D) Secretary",(A)
140,"Find a movie similar to Braveheart, The Fugitive, The Mask, Schindler's List:
Options:
(A) Interstate 60
(B) Primary Colors
(C) Careful What You Wish For
(D) The Shawshank Redemption",(D)
124,"Find a movie similar to Star Wars Episode V - The Empire Strikes Back, The Usual Suspects, Star Wars Episode IV - A New Hope, The Lord of the Rings The Return of the King:
Options:
(A) LA Confidential
(B) PS I Love You
(C) Boyz N the Hood
(D) Let It Ride",(A)
213,"Find a movie similar to Raiders of the Lost Ark, The Matrix, Léon The Professional, Star Wars Episode V - The Empire Strikes Back:
Options:
(A) The Meyerowitz Stories
(B) Saw
(C) Star Wars Episode IV - A New Hope
(D) Josie and the Pussycats",(C)
148,"Find a movie similar to Batman, Forrest Gump, Jurassic Park, The Usual Suspects:
Options:
(A) Apollo 13
(B) Battle Beyond the Stars
(C) Great Balls of Fire!
(D) The Atomic Submarine",(A)
31,"Find a movie similar to Batman, Pulp Fiction, Apollo 13, Schindler's List:
Options:
(A) The Last Kiss
(B) Europa
(C) Braveheart
(D) Rise of the Planet of the Apes",(C)
12,"Find a movie similar to Forrest Gump, The Silence of the Lambs, Mission Impossible, Jurassic Park:
Options:
(A) Joe Somebody
(B) Dogfight
(C) Independence Day
(D) Twin Peaks Fire Walk with Me",(C)
35,"Find a movie similar to Goodfellas, Raiders of the Lost Ark, Star Wars Episode IV - A New Hope, The Silence of the Lambs:
Options:
(A) Monty Python and the Holy Grail
(B) Weekend at Bernie's
(C) American in Paris
(D) An
(E) Let It Snow",(A)
28,"Find a movie similar to Toy Story, The Mask, Batman, The Lion King:
Options:
(A) Exit Wounds
(B) Punch-Drunk Love
(C) Seeking Justice
(D) Pretty Woman",(D)
42,"Find a movie similar to Dances with Wolves, The Lion King, The Fugitive, The Shawshank Redemption:
Options:
(A) Schindler's List
(B) Day for Night
(C) Man of the House
(D) The Neon Demon",(A)
218,"Find a movie similar to Dances with Wolves, The Shawshank Redemption, The Fugitive, Pulp Fiction:
Options:
(A) The City of Women
(B) Avengers Infinity War - Part I
(C) Forrest Gump
(D) The Man Who Knew Too Much",(C)
22,"Find a movie similar to Star Wars Episode VII - The Force Awakens, Inside Out, Pulp Fiction, Raiders of the Lost Ark:
Options:
(A) Ernest Rides Again
(B) Forrest Gump
(C) The Proposal
(D) Everything You Always Wanted to Know About Sex  But Were Afraid to Ask",(B)
93,"Find a movie similar to Braveheart, Apollo 13, Schindler's List, Pulp Fiction:
Options:
(A) Ruby Sparks
(B) The Last Klezmer Leopold Kozlowski
(C) His Life and Music
(D) Circus
(E) Dances with Wolves",(E)
212,"Find a movie similar to The Fugitive, Dances with Wolves, Forrest Gump, The Shawshank Redemption:
Options:
(A) A Special Day
(B) David Cross Making America Great Again
(C) Happy Go Lovely
(D) Pulp Fiction",(D)
101,"Find a movie similar to Raiders of the Lost Ark, The Matrix, Pulp Fiction, Forrest Gump:
Options:
(A) Trail of the Pink Panther
(B) Inception
(C) Firestarter
(D) Joe's Apartment",(B)
