,input,output
135,"1. d4 d5 2. Qd3 Ne6 *
",legal
136,"1. e4 c6 2. Ne3 Qc7 *
",legal
137,"1. e4 e5 2. Nd3 Qe7 *
",legal
138,"1. b4 e6 2. g3 Nb6 *
",legal
139,"1. d4 Nb6 2. a3 Nc4 *
",legal
140,"1. d4 Nb6 2. Nd2 Ng6 *
",legal
141,"1. e4 Ng6 2. Ke2 Nh4 *
",legal
142,"1. g4 Nb6 2. Ne3 Qc8 *
",legal
143,"1. e4 Nb6 2. Nb3 Na4 *
",legal
144,"1. d4 f5 2. Nb3 Nb6 *
",legal
145,"1. b3 Ne6 2. Ng3 Nb6 *
",legal
146,"1. d4 Nd6 2. e4 Ng6 *
",legal
147,"1. a4 Nd6 2. Nd3 Ng6 *
",legal
148,"1. e4 Ng6 2. Qf3 Nb6 *
",legal
149,"1. d4 d5 2. h4 Ng6 *
",legal
150,"1. e4 Nd6 2. h4 Nf5 *
",legal
151,"1. Nd3 Nb6 2. Nb4 Nd5 *
",legal
152,"1. d4 Nd6 2. c3 Ne4 *
",legal
153,"1. d4 Nb6 2. Nd3 Na4 *
",legal
154,"1. b3 c5 2. Ng3 Bf4 *
",legal
155,"1. a3 Ne6 2. Ra2 a5 *
",legal
156,"1. d4 Ne6 2. e4 b5 *
",legal
157,"1. Ng3 e6 2. Ne4 Ng6 *
",legal
158,"1. Nb3 d5 2. e4 e5 *
",legal
159,"1. h3 Nd6 2. e4 Ng6 *
",legal
160,"1. e4 d6 2. Ne2 Qd7 *
",legal
161,"1. d4 h6 2. c3 Nd6 *
",legal
162,"1. b4 e5 2. Nb3 g5 *
",legal
163,"1. d4 b5 2. a4 Ne6 *
",legal
164,"1. Ng3 h5 2. Nf5 Rh7 *
",legal
165,"1. d4 d6 2. Nd2 Nd7 *
",legal
166,"1. f3 d5 2. Bxa7 d4 *
",legal
167,"1. g4 Nd6 2. Nb3 Ng6 *
",legal
168,"1. e4 Nb6 2. Ne3 f6 *
",legal
169,"1. e4 h5 2. Qxh5 Nd6 *
",legal
170,"1. a3 Nb6 2. Ne3 Qc8 *
",legal
171,"1. g3 g6 2. Nd3 Ne6 *
",legal
172,"1. e4 Ne6 2. Nb3 Nf4 *
",legal
173,"1. Ng3 Nb6 2. c4 Nd5 *
",legal
174,"1. d4 Nb6 2. b3 Qc8 *
",legal
175,"1. a3 c5 2. Na2 Qc7 *
",legal
176,"1. e4 e5 2. Ne2 Qf6 *
",legal
177,"1. d4 Ne6 2. Qd3 Nf8 *
",legal
178,"1. e4 Ng6 2. Qf3 Nh4 *
",legal
179,"1. g4 Nb6 2. Nb3 Ng6 *
",legal
180,"1. d4 Nd6 2. Kd2 Nc4+ *
",legal
181,"1. e4 Nb6 2. a4 a6 *
",legal
182,"1. f4 e5 2. Kf2 Nd6 *
",legal
183,"1. Nd3 Nb6 2. Nf4 Na4 *
",legal
184,"1. d4 e5 2. dxe5 Nb6 *
",legal
185,"1. e4 Nb6 2. Ne2 d6 *
",legal
186,"1. b3 d5 2. Ne3 a5 *
",legal
187,"1. d4 Nd6 2. Qd3 Ng6 *
",legal
188,"1. d4 Ne6 2. e3 Nd6 *
",legal
189,"1. d4 Nd6 2. Qd3 Ne6 *
",legal
190,"1. a3 Ne6 2. Ng3 c5 *
",legal
191,"1. Nb3 Nb6 2. Ne3 Ne6 *
",legal
192,"1. Ng3 Nb6 2. Nh5 d6 *
",legal
193,"1. h4 c6 2. Ng3 Qc7 *
",legal
194,"1. d4 Nb6 2. Ng3 d6 *
",legal
195,"1. Nb3 e5 2. Ne3 Qf6 *
",legal
196,"1. h3 f5 2. f4 Bf7 *
",legal
197,"1. d3 h6 2. Nd2 Ng6 *
",legal
198,"1. d4 Ng6 2. Nd2 Nd6 *
",legal
199,"1. e4 Nb6 2. a4 Ne6 *
",legal
200,"1. e4 e6 2. Nfe2 Nc5 *
",illegal
201,"1. f3 a5 2. a3 Bf6 *
",illegal
202,"1. d4 Bc6 2. Qd3 Bb8 *
",illegal
203,"1. a3 Bf6 2. g3 Be4 *
",illegal
204,"1. f3 Bf6 2. c3 c6 *
",illegal
205,"1. d4 Bf6 2. Ng5 Bg8 *
",illegal
206,"1. h3 Bc6 2. Bc3 Bf6 *
",illegal
207,"1. Ba3 e6 2. Bf3 a5 *
",illegal
208,"1. d4 d6 2. Nh6 gxh6 *
",illegal
209,"1. e4 Bc6 2. Na6 b6 *
",illegal
210,"1. d4 Bc6 2. g3 Bxd4 *
",illegal
211,"1. c3 g5 2. c4 Bf6 *
",illegal
212,"1. b3 d6 2. Nb2 f5 *
",illegal
213,"1. c4 Bf6 2. a3 Be4 *
",illegal
214,"1. g3 f5 2. h3 Bf6 *
",illegal
215,"1. e4 a6 2. Nfd3 f5 *
",illegal
216,"1. d4 d5 2. Ncd2 Ng4 *
",illegal
217,"1. e4 d5 2. Na6 Kd7 *
",illegal
218,"1. e4 d6 2. Be2 Bc6 *
",illegal
219,"1. e4 d6 2. d3 Bc6 *
",illegal
220,"1. d4 Bf6 2. Bd2 g6 *
",illegal
221,"1. d4 Bf6 2. Qd2 Bg4 *
",illegal
222,"1. f4 e5 2. Bc3 Ke7 *
",illegal
223,"1. d4 e5 2. Qd2 Bc6 *
",illegal
224,"1. c4 Bc6 2. e3 Rb8 *
",illegal
225,"1. e3 b6 2. Nfe2 a6 *
",illegal
226,"1. e4 h5 2. d3 Bc6 *
",illegal
227,"1. c3 c5 2. e4 Bf6 *
",illegal
228,"1. d4 Bf6 2. b3 g5 *
",illegal
229,"1. e4 d6 2. Nfd3 Ncd7 *
",illegal
230,"1. c3 d6 2. Qa4+ Bd7 *
",illegal
231,"1. e4 d5 2. Be2 Qd6 *
",illegal
232,"1. Bc3 g6 2. h4 Bc6 *
",illegal
233,"1. e4 Bf6 2. Qg4 e6 *
",illegal
234,"1. d3 Bc6 2. Nh6 Bb4+ *
",illegal
235,"1. h3 Bf6 2. Bf3 Bg8 *
",illegal
236,"1. a3 d5 2. Bf3 Nce6 *
",illegal
237,"1. e4 e5 2. Na6 Qg5 *
",illegal
238,"1. c4 d6 2. Ba3 Ng4 *
",illegal
239,"1. e4 Bf6 2. Qe2 e5 *
",illegal
240,"1. e3 Bf6 2. a4 Bc6 *
",illegal
241,"1. h3 Bf6 2. d3 Be4 *
",illegal
242,"1. a4 Bf6 2. Ba3 a5 *
",illegal
243,"1. d4 Bf6 2. Kd2 Bh5 *
",illegal
244,"1. d4 f5 2. Bf3 Bc6 *
",illegal
245,"1. f4 d6 2. Kf2 Nf5 *
",illegal
246,"1. f3 Bc6 2. g4 Bb8 *
",illegal
247,"1. e4 d6 2. Ba3 Bd7 *
",illegal
248,"1. a3 d5 2. f4 Bc6 *
",illegal
249,"1. e4 h6 2. Nb5 Bc6 *
",illegal
250,"1. g4 Bf6 2. Nh3 Rg8 *
",illegal
251,"1. e4 c6 2. Qf3 Bf6 *
",illegal
252,"1. Ba3 Bc6 2. h4 Bd4 *
",illegal
253,"1. d4 d6 2. Bd2 h6 *
",illegal
254,"1. Bh3 Bf6 2. e4 e6 *
",illegal
255,"1. d4 Bf6 2. Qd3 a6 *
",illegal
256,"1. a4 Bc6 2. Bc3 a6 *
",illegal
257,"1. d3 f5 2. Nh6 a6 *
",illegal
258,"1. Ba3 b6 2. Bb1 Nb7 *
",illegal
259,"1. e4 b5 2. Nc4 Bf6 *
",illegal
260,"1. Bc3 Bf6 2. Bb5 Be4 *
",illegal
261,"1. h4 Bf6 2. Bc3 Bd5 *
",illegal
262,"1. a3 Bc6 2. e3 Bb8 *
",illegal
263,"1. e3 Bf6 2. Bc3 Bc6 *
",illegal
264,"1. Bf3 c5 2. Bd4 Bc6 *
",illegal
265,"1. e3 Bf6 2. Na6 d6 *
",illegal
266,"1. e4 Bc6 2. Be2 Bd4 *
",illegal
267,"1. e4 Bc6 2. Ba3 Bd4 *
",illegal
268,"1. e4 e6 2. c4 Bf6 *
",illegal
269,"1. e4 f6 2. Qg4 Bc6 *
",illegal
270,"1. f4 Bf6 2. a4 d5 *
",illegal
271,"1. e4 d6 2. Ba3 Ba6 *
",illegal
272,"1. b3 e5 2. Ba3 Be7 *
",illegal
273,"1. d4 Bf6 2. h4 e5 *
",illegal
274,"1. Ba3 d6 2. Bb1 Bf6 *
",illegal
275,"1. e4 e5 2. Bf3 Nb4 *
",illegal
276,"1. d3 e5 2. Bc3 Nb4 *
",illegal
277,"1. e4 c6 2. Be2 Bf6 *
",illegal
278,"1. e4 Bf6 2. Ke2 Bd5 *
",illegal
279,"1. d4 Bc6 2. Kd2 Ba5+ *
",illegal
280,"1. a3 Bf6 2. Bf3 Bg8 *
",illegal
281,"1. e4 f6 2. Bc3 a5 *
",illegal
282,"1. Ba3 d6 2. c4 Bc6 *
",illegal
283,"1. d4 Bc6 2. Nf4 Bf6 *
",illegal
284,"1. h4 Bc6 2. Bf3 Bb4 *
",illegal
285,"1. d4 d5 2. Kd2 Nh3 *
",illegal
286,"1. d4 Bf6 2. Bf3 Be4 *
",illegal
287,"1. Bf3 d6 2. Bg1 Qd7 *
",illegal
288,"1. e4 h5 2. Bf3 Bf6 *
",illegal
289,"1. e4 Bc6 2. c3 Be5 *
",illegal
290,"1. d3 Bc6 2. h4 Bf6 *
",illegal
291,"1. d4 e5 2. Bd2 b6 *
",illegal
292,"1. b4 Bf6 2. Nb2 Bc6 *
",illegal
293,"1. e4 e5 2. Nfe2 Qh4 *
",illegal
294,"1. e4 Bc6 2. Nfd3 g5 *
",illegal
295,"1. g4 Bc6 2. Ng2 Bb4 *
",illegal
296,"1. Ba3 c5 2. g4 Qc7 *
",illegal
297,"1. Bh3 c5 2. Bg5 Qa5 *
",illegal
298,"1. e4 Bf6 2. Nfd3 Bg8 *
",illegal
299,"1. a3 g5 2. Ra2 Nh6 *
",illegal
300,"1. a3 Bc6 2. Bf3 Ba5 *
",illegal
301,"1. Ba3 d6 2. Bc4 Ncd7 *
",illegal
302,"1. b3 f5 2. g3 Bc6 *
",illegal
303,"1. f4 c5 2. Bc3 Ba6 *
",illegal
304,"1. e4 Bf6 2. Bf3 c5 *
",illegal
305,"1. e4 Bh6 2. Ke2 Bc6 *
",illegal
306,"1. d4 d6 2. Ncd2 Qd7 *
",illegal
307,"1. e4 Bf6 2. Nc4 Bg8 *
",illegal
308,"1. Bc3 Bf6 2. Rb1 Bc6 *
",illegal
309,"1. d4 Ba6 2. Nh6 Bb4+ *
",illegal
310,"1. f3 a6 2. Kf2 Bf6 *
",illegal
311,"1. g3 e5 2. Ng2 a5 *
",illegal
312,"1. c3 Bf6 2. Bf3 Rg8 *
",illegal
313,"1. d4 c5 2. Bf3 cxd4 *
",illegal
314,"1. h4 Bc6 2. e3 Bd4 *
",illegal
315,"1. c3 Bf6 2. Qc2 Bg4 *
",illegal
316,"1. Bc3 Bf6 2. Ba4 Bc6 *
",illegal
317,"1. d4 b5 2. Nf4 Bf6 *
",illegal
318,"1. e4 Bc6 2. Bf3 Bb8 *
",illegal
319,"1. e3 g6 2. Na6 h5 *
",illegal
320,"1. Bc3 Bf6 2. Bd5 h6 *
",illegal
321,"1. e4 e6 2. c3 Nb4 *
",illegal
322,"1. h4 d6 2. Bc3 Bc6 *
",illegal
323,"1. c4 Bf6 2. Qc2 Rg8 *
",illegal
324,"1. d3 d5 2. Bd2 Bc6 *
",illegal
325,"1. a3 Bf6 2. Ra2 Bc6 *
",illegal
326,"1. Bc3 Bf6 2. Bb1 Bg4 *
",illegal
327,"1. d4 Bf6 2. Bc3 h6 *
",illegal
328,"1. e4 g5 2. Nb5 Ng7 *
",illegal
329,"1. b4 d5 2. c4 Ncd7 *
",illegal
330,"1. d4 e6 2. Nf4 a6 *
",illegal
331,"1. b3 e6 2. Nb2 a5 *
",illegal
332,"1. e4 Bc6 2. Qe2 Rb8 *
",illegal
333,"1. Bc3 e6 2. Bb5 Nfe7 *
",illegal
334,"1. e4 c5 2. Bc3 Qb6 *
",illegal
335,"1. d4 c5 2. g3 Bf6 *
",illegal
336,"1. d4 Bc6 2. Bf3 d5 *
",illegal
337,"1. Ba3 e6 2. b3 Be7 *
",illegal
338,"1. d4 d6 2. Bd2 Ncd7 *
",illegal
339,"1. e4 Bf6 2. Ke2 Bg8 *
",illegal
340,"1. d4 e5 2. Bf3 Bf6 *
",illegal
341,"1. e4 c5 2. Bh3 h6 *
",illegal
342,"1. Ba3 Bh6 2. Bc4 Bf5 *
",illegal
343,"1. d4 f6 2. Qd2 Bc6 *
",illegal
344,"1. g4 d5 2. e3 Ncd7 *
",illegal
345,"1. d3 e6 2. Ng5 Nfd6 *
",illegal
346,"1. h4 d6 2. Bf3 c6 *
",illegal
347,"1. d4 Bf6 2. Nf4 Bd5 *
",illegal
348,"1. Bc3 c5 2. e3 Bc6 *
",illegal
349,"1. d4 d5 2. Ng5 f5 *
",illegal
350,"1. e4 Bc6 2. Nfd3 Be5 *
",illegal
351,"1. c3 Bf6 2. a4 Rg8 *
",illegal
352,"1. h3 Bf6 2. Bc3 Bg8 *
",illegal
353,"1. e4 Bf6 2. Nfe2 a5 *
",illegal
354,"1. b3 Bc6 2. f3 Bd4 *
",illegal
355,"1. e4 Bf6 2. Qe2 Bxe4 *
",illegal
356,"1. Bf3 Bc6 2. Rg1 b6 *
",illegal
357,"1. d4 e5 2. Bf3 Ba6 *
",illegal
358,"1. d4 d6 2. Nf4 Nf5 *
",illegal
359,"1. Bh3 Bf6 2. Rg1 Bd5 *
",illegal
360,"1. d4 c5 2. Nce3 g6 *
",illegal
361,"1. e4 a6 2. Nfd3 Bc6 *
",illegal
362,"1. f3 Bc6 2. e3 Bd4 *
",illegal
363,"1. d3 b5 2. Nf4 Bf6 *
",illegal
364,"1. d3 Bf6 2. Bf3 Bh5 *
",illegal
365,"1. e4 g5 2. Bf3 Ng7 *
",illegal
366,"1. g3 d6 2. Ba3 c6 *
",illegal
367,"1. e4 d5 2. Qh5 Bf6 *
",illegal
368,"1. e4 Bf6 2. Nb5 Bxe4 *
",illegal
369,"1. e4 h5 2. Bf3 Rh6 *
",illegal
370,"1. e4 e5 2. Nfd3 Bc6 *
",illegal
371,"1. d4 d6 2. e3 Ng4 *
",illegal
372,"1. Bf3 Bf6 2. b4 Be4 *
",illegal
373,"1. e4 g5 2. Nb5 Ng7 *
",illegal
374,"1. d4 e6 2. a3 Bc6 *
",illegal
375,"1. Bc3 Bf6 2. g3 Rg8 *
",illegal
376,"1. f4 Bc6 2. Bf3 Be5 *
",illegal
377,"1. e4 Bf6 2. Nfe2 b6 *
",illegal
378,"1. d4 e6 2. Bh3 Qe7 *
",illegal
379,"1. g4 Bf6 2. b3 e6 *
",illegal
380,"1. d4 Bc6 2. Ng5 d5 *
",illegal
381,"1. Bc3 g6 2. e3 Nh6 *
",illegal
382,"1. d4 Bf6 2. Bd2 c5 *
",illegal
383,"1. Bh3 Bf6 2. b3 Bh5 *
",illegal
384,"1. d3 d5 2. e3 Bf6 *
",illegal
385,"1. d4 Bc6 2. h4 Be5 *
",illegal
386,"1. e4 g6 2. Nfd3 Nh6 *
",illegal
387,"1. e4 c6 2. Qf3 Bf6 *
",illegal
388,"1. d4 e5 2. Bd2 Qe7 *
",illegal
389,"1. f3 Bf6 2. Bc3 Bd5 *
",illegal
390,"1. e4 a5 2. Be2 Bc6 *
",illegal
391,"1. d4 e5 2. Nh6 g5 *
",illegal
392,"1. d4 Bf6 2. g4 e6 *
",illegal
393,"1. e3 c5 2. Nfd3 Qc7 *
",illegal
394,"1. d4 e5 2. Bf3 Be7 *
",illegal
395,"1. e3 d6 2. b4 Nh3 *
",illegal
396,"1. e4 d6 2. Ba3 Nce6 *
",illegal
397,"1. e4 e6 2. Nb5 Ke7 *
",illegal
398,"1. h4 Bf6 2. Bc3 Bc6 *
",illegal
399,"1. d4 e6 2. Ba3 Nfd6 *
",illegal
