,input,label
200,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: peaches, pears, and mangoes. The mangoes are less expensive than the pears. The peaches are the cheapest.
Options:
(A) The peaches are the second-most expensive
(B) The pears are the second-most expensive
(C) The mangoes are the second-most expensive",(C)
216,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: cantaloupes, oranges, and watermelons. The oranges are the most expensive. The cantaloupes are more expensive than the watermelons.
Options:
(A) The cantaloupes are the most expensive
(B) The oranges are the most expensive
(C) The watermelons are the most expensive",(B)
236,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a sedan, a minivan, and a motorcyle. The motorcyle is the second-newest. The minivan is newer than the motorcyle.
Options:
(A) The sedan is the newest
(B) The minivan is the newest
(C) The motorcyle is the newest",(B)
240,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a hummingbird, an owl, and a falcon. The falcon is to the right of the owl. The hummingbird is to the left of the owl.
Options:
(A) The hummingbird is the second from the left
(B) The owl is the second from the left
(C) The falcon is the second from the left",(B)
67,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Eli, Mya, and Eve. Eve finished below Eli. Eve finished above Mya.
Options:
(A) Eli finished first
(B) Mya finished first
(C) Eve finished first",(A)
224,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Joe, Dan, and Eve. Eve finished above Dan. Dan finished above Joe.
Options:
(A) Joe finished last
(B) Dan finished last
(C) Eve finished last",(A)
194,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Ana, Amy, and Eli. Eli finished second. Eli finished below Amy.
Options:
(A) Ana finished last
(B) Amy finished last
(C) Eli finished last",(A)
15,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: loquats, watermelons, and cantaloupes. The watermelons are the second-most expensive. The loquats are more expensive than the cantaloupes.
Options:
(A) The loquats are the most expensive
(B) The watermelons are the most expensive
(C) The cantaloupes are the most expensive",(A)
177,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a convertible, a limousine, and a bus. The limousine is older than the bus. The bus is older than the convertible.
Options:
(A) The convertible is the second-newest
(B) The limousine is the second-newest
(C) The bus is the second-newest",(C)
24,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Eve, Joe, and Amy. Eve finished below Amy. Eve finished above Joe.
Options:
(A) Eve finished first
(B) Joe finished first
(C) Amy finished first",(C)
247,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a truck, a minivan, and a tractor. The truck is newer than the minivan. The minivan is newer than the tractor.
Options:
(A) The truck is the oldest
(B) The minivan is the oldest
(C) The tractor is the oldest",(C)
19,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Mel, Ada, and Ana. Mel finished last. Ana finished second.
Options:
(A) Mel finished last
(B) Ada finished last
(C) Ana finished last",(A)
114,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Joe, Dan, and Eve. Eve finished above Dan. Dan finished above Joe.
Options:
(A) Joe finished second
(B) Dan finished second
(C) Eve finished second",(B)
68,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a cardinal, a hawk, and a hummingbird. The hummingbird is to the right of the hawk. The cardinal is to the left of the hawk.
Options:
(A) The cardinal is the rightmost
(B) The hawk is the rightmost
(C) The hummingbird is the rightmost",(C)
176,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a station wagon, a truck, and a motorcyle. The truck is newer than the station wagon. The motorcyle is the oldest.
Options:
(A) The station wagon is the second-newest
(B) The truck is the second-newest
(C) The motorcyle is the second-newest",(A)
45,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a quail, an owl, and a hummingbird. The quail is to the left of the owl. The owl is to the left of the hummingbird.
Options:
(A) The quail is the second from the left
(B) The owl is the second from the left
(C) The hummingbird is the second from the left",(B)
55,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Amy, Eli, and Eve. Eve finished above Amy. Eli finished below Amy.
Options:
(A) Amy finished second
(B) Eli finished second
(C) Eve finished second",(A)
10,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a gray book, a purple book, and a red book. The purple book is to the left of the red book. The gray book is to the left of the purple book.
Options:
(A) The gray book is the leftmost
(B) The purple book is the leftmost
(C) The red book is the leftmost",(A)
30,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: watermelons, apples, and mangoes. The apples are less expensive than the mangoes. The mangoes are less expensive than the watermelons.
Options:
(A) The watermelons are the second-most expensive
(B) The apples are the second-most expensive
(C) The mangoes are the second-most expensive",(C)
120,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Eve, Rob, and Mel. Rob finished below Mel. Mel finished below Eve.
Options:
(A) Eve finished last
(B) Rob finished last
(C) Mel finished last",(B)
201,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: apples, peaches, and loquats. The loquats are less expensive than the apples. The peaches are more expensive than the apples.
Options:
(A) The apples are the cheapest
(B) The peaches are the cheapest
(C) The loquats are the cheapest",(C)
33,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a red book, a blue book, and an orange book. The red book is to the left of the orange book. The orange book is the second from the left.
Options:
(A) The red book is the second from the left
(B) The blue book is the second from the left
(C) The orange book is the second from the left",(C)
141,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: an owl, a crow, and a cardinal. The owl is to the right of the cardinal. The cardinal is to the right of the crow.
Options:
(A) The owl is the second from the left
(B) The crow is the second from the left
(C) The cardinal is the second from the left",(C)
219,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a robin, a raven, and a quail. The quail is to the left of the robin. The robin is the second from the left.
Options:
(A) The robin is the rightmost
(B) The raven is the rightmost
(C) The quail is the rightmost",(B)
25,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Eli, Mya, and Eve. Eve finished below Eli. Eve finished above Mya.
Options:
(A) Eli finished second
(B) Mya finished second
(C) Eve finished second",(C)
111,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Amy, Dan, and Mel. Mel finished above Amy. Dan finished below Amy.
Options:
(A) Amy finished second
(B) Dan finished second
(C) Mel finished second",(A)
18,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Ada, Mel, and Mya. Mya finished below Ada. Mel finished above Ada.
Options:
(A) Ada finished last
(B) Mel finished last
(C) Mya finished last",(C)
196,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a limousine, a truck, and a minivan. The minivan is older than the truck. The limousine is the second-newest.
Options:
(A) The limousine is the oldest
(B) The truck is the oldest
(C) The minivan is the oldest",(C)
180,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a bus, a sedan, and a truck. The truck is older than the bus. The bus is older than the sedan.
Options:
(A) The bus is the oldest
(B) The sedan is the oldest
(C) The truck is the oldest",(C)
159,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a cardinal, a hawk, and a hummingbird. The hummingbird is to the right of the hawk. The cardinal is to the left of the hawk.
Options:
(A) The cardinal is the second from the left
(B) The hawk is the second from the left
(C) The hummingbird is the second from the left",(B)
118,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a minivan, a bus, and a sedan. The minivan is newer than the sedan. The minivan is older than the bus.
Options:
(A) The minivan is the newest
(B) The bus is the newest
(C) The sedan is the newest",(B)
96,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a hawk, a cardinal, and a falcon. The hawk is to the left of the cardinal. The hawk is the second from the left.
Options:
(A) The hawk is the second from the left
(B) The cardinal is the second from the left
(C) The falcon is the second from the left",(A)
108,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a raven, a quail, and a crow. The quail is the leftmost. The raven is the rightmost.
Options:
(A) The raven is the second from the left
(B) The quail is the second from the left
(C) The crow is the second from the left",(C)
185,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Eve, Amy, and Rob. Amy finished above Rob. Eve finished above Amy.
Options:
(A) Eve finished last
(B) Amy finished last
(C) Rob finished last",(C)
222,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a blue book, an orange book, and a green book. The green book is the leftmost. The orange book is to the left of the blue book.
Options:
(A) The blue book is the second from the left
(B) The orange book is the second from the left
(C) The green book is the second from the left",(B)
16,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: mangoes, watermelons, and kiwis. The watermelons are less expensive than the kiwis. The kiwis are the second-most expensive.
Options:
(A) The mangoes are the most expensive
(B) The watermelons are the most expensive
(C) The kiwis are the most expensive",(A)
146,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: peaches, pears, and mangoes. The mangoes are less expensive than the peaches. The mangoes are more expensive than the pears.
Options:
(A) The peaches are the second-most expensive
(B) The pears are the second-most expensive
(C) The mangoes are the second-most expensive",(C)
69,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a sedan, a tractor, and a bus. The sedan is older than the tractor. The bus is older than the sedan.
Options:
(A) The sedan is the newest
(B) The tractor is the newest
(C) The bus is the newest",(B)
173,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a purple book, a black book, and a blue book. The purple book is to the right of the blue book. The black book is the second from the left.
Options:
(A) The purple book is the rightmost
(B) The black book is the rightmost
(C) The blue book is the rightmost",(A)
38,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a hawk, a crow, and a raven. The raven is to the right of the hawk. The crow is the rightmost.
Options:
(A) The hawk is the second from the left
(B) The crow is the second from the left
(C) The raven is the second from the left",(C)
132,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: peaches, mangoes, and apples. The peaches are more expensive than the apples. The mangoes are the cheapest.
Options:
(A) The peaches are the cheapest
(B) The mangoes are the cheapest
(C) The apples are the cheapest",(B)
225,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: an orange book, a yellow book, and a blue book. The blue book is to the right of the yellow book. The orange book is the second from the left.
Options:
(A) The orange book is the leftmost
(B) The yellow book is the leftmost
(C) The blue book is the leftmost",(B)
238,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a hawk, a crow, and a raven. The raven is to the right of the hawk. The crow is the rightmost.
Options:
(A) The hawk is the rightmost
(B) The crow is the rightmost
(C) The raven is the rightmost",(B)
119,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: cantaloupes, apples, and loquats. The loquats are more expensive than the apples. The cantaloupes are less expensive than the apples.
Options:
(A) The cantaloupes are the cheapest
(B) The apples are the cheapest
(C) The loquats are the cheapest",(A)
136,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: plums, apples, and loquats. The loquats are the cheapest. The plums are less expensive than the apples.
Options:
(A) The plums are the second-most expensive
(B) The apples are the second-most expensive
(C) The loquats are the second-most expensive",(A)
66,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a tractor, a station wagon, and a limousine. The tractor is newer than the limousine. The station wagon is the newest.
Options:
(A) The tractor is the oldest
(B) The station wagon is the oldest
(C) The limousine is the oldest",(C)
217,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a falcon, an owl, and a raven. The raven is to the left of the owl. The falcon is the leftmost.
Options:
(A) The falcon is the second from the left
(B) The owl is the second from the left
(C) The raven is the second from the left",(C)
154,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a limousine, a truck, and a minivan. The minivan is older than the truck. The limousine is the second-newest.
Options:
(A) The limousine is the newest
(B) The truck is the newest
(C) The minivan is the newest",(B)
168,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: pears, plums, and kiwis. The pears are less expensive than the plums. The kiwis are less expensive than the pears.
Options:
(A) The pears are the cheapest
(B) The plums are the cheapest
(C) The kiwis are the cheapest",(C)
229,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a robin, an owl, and a hawk. The robin is to the right of the hawk. The owl is the leftmost.
Options:
(A) The robin is the rightmost
(B) The owl is the rightmost
(C) The hawk is the rightmost",(A)
233,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a hummingbird, a quail, and a crow. The crow is the second from the left. The hummingbird is to the left of the crow.
Options:
(A) The hummingbird is the second from the left
(B) The quail is the second from the left
(C) The crow is the second from the left",(C)
156,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a yellow book, a brown book, and a red book. The red book is to the left of the brown book. The yellow book is to the right of the brown book.
Options:
(A) The yellow book is the rightmost
(B) The brown book is the rightmost
(C) The red book is the rightmost",(A)
117,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a blue jay, a falcon, and a hummingbird. The blue jay is to the right of the falcon. The hummingbird is to the left of the falcon.
Options:
(A) The blue jay is the rightmost
(B) The falcon is the rightmost
(C) The hummingbird is the rightmost",(A)
84,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Ana, Dan, and Mel. Dan finished second. Mel finished first.
Options:
(A) Ana finished second
(B) Dan finished second
(C) Mel finished second",(B)
125,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a green book, a red book, and a blue book. The red book is the rightmost. The blue book is to the right of the green book.
Options:
(A) The green book is the leftmost
(B) The red book is the leftmost
(C) The blue book is the leftmost",(A)
167,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a crow, a falcon, and a hummingbird. The crow is to the left of the falcon. The hummingbird is to the left of the crow.
Options:
(A) The crow is the leftmost
(B) The falcon is the leftmost
(C) The hummingbird is the leftmost",(C)
245,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: an orange book, a yellow book, and a blue book. The blue book is to the right of the yellow book. The orange book is the second from the left.
Options:
(A) The orange book is the rightmost
(B) The yellow book is the rightmost
(C) The blue book is the rightmost",(C)
109,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a robin, a raven, and a quail. The quail is to the left of the robin. The robin is the second from the left.
Options:
(A) The robin is the leftmost
(B) The raven is the leftmost
(C) The quail is the leftmost",(C)
172,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: loquats, watermelons, and cantaloupes. The watermelons are the second-most expensive. The loquats are more expensive than the cantaloupes.
Options:
(A) The loquats are the second-most expensive
(B) The watermelons are the second-most expensive
(C) The cantaloupes are the second-most expensive",(B)
234,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a yellow book, a green book, and a red book. The red book is to the left of the green book. The yellow book is to the left of the red book.
Options:
(A) The yellow book is the rightmost
(B) The green book is the rightmost
(C) The red book is the rightmost",(B)
73,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: kiwis, loquats, and cantaloupes. The kiwis are less expensive than the loquats. The cantaloupes are less expensive than the kiwis.
Options:
(A) The kiwis are the second-most expensive
(B) The loquats are the second-most expensive
(C) The cantaloupes are the second-most expensive",(A)
158,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Eve, Amy, and Rob. Amy finished above Rob. Eve finished above Amy.
Options:
(A) Eve finished first
(B) Amy finished first
(C) Rob finished first",(A)
115,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: apples, pears, and loquats. The pears are more expensive than the loquats. The pears are less expensive than the apples.
Options:
(A) The apples are the second-most expensive
(B) The pears are the second-most expensive
(C) The loquats are the second-most expensive",(B)
75,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a white book, a black book, and a purple book. The black book is to the left of the purple book. The purple book is to the left of the white book.
Options:
(A) The white book is the leftmost
(B) The black book is the leftmost
(C) The purple book is the leftmost",(B)
237,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Rob, Mel, and Joe. Joe finished below Mel. Rob finished below Joe.
Options:
(A) Rob finished first
(B) Mel finished first
(C) Joe finished first",(B)
82,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Ada, Mel, and Mya. Mya finished below Ada. Mel finished above Ada.
Options:
(A) Ada finished second
(B) Mel finished second
(C) Mya finished second",(A)
29,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a purple book, a red book, and a yellow book. The purple book is to the right of the yellow book. The yellow book is to the right of the red book.
Options:
(A) The purple book is the rightmost
(B) The red book is the rightmost
(C) The yellow book is the rightmost",(A)
126,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: an orange book, a blue book, and a yellow book. The orange book is to the left of the blue book. The yellow book is to the right of the blue book.
Options:
(A) The orange book is the second from the left
(B) The blue book is the second from the left
(C) The yellow book is the second from the left",(B)
79,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Ada, Mel, and Mya. Mya finished below Ada. Mel finished above Ada.
Options:
(A) Ada finished first
(B) Mel finished first
(C) Mya finished first",(B)
86,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a green book, a red book, and a blue book. The red book is the rightmost. The blue book is to the right of the green book.
Options:
(A) The green book is the second from the left
(B) The red book is the second from the left
(C) The blue book is the second from the left",(C)
5,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: apples, peaches, and mangoes. The mangoes are less expensive than the peaches. The apples are less expensive than the mangoes.
Options:
(A) The apples are the second-most expensive
(B) The peaches are the second-most expensive
(C) The mangoes are the second-most expensive",(C)
56,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Joe, Dan, and Eve. Eve finished above Dan. Dan finished above Joe.
Options:
(A) Joe finished first
(B) Dan finished first
(C) Eve finished first",(C)
186,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: cantaloupes, apples, and loquats. The loquats are more expensive than the apples. The cantaloupes are less expensive than the apples.
Options:
(A) The cantaloupes are the second-most expensive
(B) The apples are the second-most expensive
(C) The loquats are the second-most expensive",(B)
231,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: an orange book, a white book, and a purple book. The orange book is to the left of the white book. The purple book is the rightmost.
Options:
(A) The orange book is the rightmost
(B) The white book is the rightmost
(C) The purple book is the rightmost",(C)
170,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a yellow book, a green book, and a red book. The red book is to the left of the green book. The yellow book is to the left of the red book.
Options:
(A) The yellow book is the leftmost
(B) The green book is the leftmost
(C) The red book is the leftmost",(A)
65,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a tractor, a convertible, and a minivan. The tractor is the second-newest. The minivan is newer than the convertible.
Options:
(A) The tractor is the second-newest
(B) The convertible is the second-newest
(C) The minivan is the second-newest",(A)
140,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: pears, plums, and kiwis. The pears are less expensive than the plums. The kiwis are less expensive than the pears.
Options:
(A) The pears are the most expensive
(B) The plums are the most expensive
(C) The kiwis are the most expensive",(B)
124,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: apples, pears, and loquats. The pears are more expensive than the loquats. The pears are less expensive than the apples.
Options:
(A) The apples are the cheapest
(B) The pears are the cheapest
(C) The loquats are the cheapest",(C)
213,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: oranges, watermelons, and pears. The oranges are the second-most expensive. The pears are more expensive than the watermelons.
Options:
(A) The oranges are the cheapest
(B) The watermelons are the cheapest
(C) The pears are the cheapest",(B)
148,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a motorcyle, a limousine, and a convertible. The motorcyle is newer than the limousine. The convertible is newer than the motorcyle.
Options:
(A) The motorcyle is the second-newest
(B) The limousine is the second-newest
(C) The convertible is the second-newest",(A)
31,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Amy, Dan, and Mel. Mel finished above Amy. Dan finished below Amy.
Options:
(A) Amy finished first
(B) Dan finished first
(C) Mel finished first",(C)
12,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a blue jay, a falcon, and a hummingbird. The blue jay is to the right of the falcon. The hummingbird is to the left of the falcon.
Options:
(A) The blue jay is the second from the left
(B) The falcon is the second from the left
(C) The hummingbird is the second from the left",(B)
35,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a bus, a sedan, and a truck. The truck is older than the bus. The bus is older than the sedan.
Options:
(A) The bus is the second-newest
(B) The sedan is the second-newest
(C) The truck is the second-newest",(A)
28,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a hummingbird, a blue jay, and a raven. The blue jay is to the right of the hummingbird. The raven is the second from the left.
Options:
(A) The hummingbird is the rightmost
(B) The blue jay is the rightmost
(C) The raven is the rightmost",(B)
42,"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: apples, peaches, and loquats. The loquats are less expensive than the apples. The peaches are more expensive than the apples.
Options:
(A) The apples are the most expensive
(B) The peaches are the most expensive
(C) The loquats are the most expensive",(B)
