,input,output
36,"1. e4 b5 2. a4 Nb6 *
",illegal
37,"1. c3 h6 2. Bg6 b6 *
",illegal
38,"1. d4 c5 2. dxc5 Bd6 *
",illegal
39,"1. d4 Ne6 2. Nd3 Nf8 *
",illegal
40,"1. d3 Ne6 2. c3 Nf8 *
",illegal
41,"1. Nd3 Nd6 2. Nf4 f5 *
",illegal
42,"1. d4 c5 2. Ne3 e5 *
",illegal
43,"1. Ng3 Ng6 2. Kf1 Nf4 *
",illegal
44,"1. f4 c5 2. c4 Bd6 *
",illegal
45,"1. d4 h6 2. Kd2 Ng6 *
",illegal
46,"1. e4 d6 2. h3 Ng6 *
",illegal
47,"1. e4 Nd6 2. Ne2 f6 *
",illegal
48,"1. e4 Nb6 2. Qf3 Nd5 *
",illegal
49,"1. Nd3 e5 2. Nf4 Qg5 *
",illegal
50,"1. h3 Nd6 2. Nh2 a5 *
",illegal
51,"1. d4 e5 2. Nb3 Ng6 *
",illegal
52,"1. h3 Nd6 2. Nd3 Ne4 *
",illegal
53,"1. Nd3 c5 2. Nxc5 Bxh2 *
",illegal
54,"1. a4 e5 2. Na2 Ne6 *
",illegal
55,"1. Ne3 Ng6 2. f4 Kf8 *
",illegal
56,"1. e4 Ng6 2. a3 b5 *
",illegal
57,"1. d4 Ne6 2. Ne3 g6 *
",illegal
58,"1. e4 f6 2. Qe2 Bf7 *
",illegal
59,"1. e4 Nd6 2. Nb3 e6 *
",illegal
60,"1. d4 d6 2. Nd3 Ng6 *
",illegal
61,"1. a3 c6 2. Ba2 Bd6 *
",illegal
62,"1. Ng3 a6 2. a3 Ba7 *
",illegal
63,"1. h3 Ne6 2. Ne3 Nf8 *
",illegal
64,"1. d4 Nb6 2. Ne3 Ng6 *
",illegal
65,"1. e4 d5 2. Ne2 Qd6 *
",illegal
66,"1. d4 Ne6 2. h4 f6 *
",illegal
67,"1. d4 Nb6 2. Ng3 Ng6 *
",illegal
68,"1. Ng3 d6 2. Nd3 Kd7 *
",illegal
69,"1. Ng3 d6 2. Nf1 Ne6 *
",illegal
70,"1. a3 e6 2. Ne3 Qg5 *
",illegal
71,"1. e4 e5 2. Ne3 Qe7 *
",illegal
72,"1. a4 Nd6 2. Ne3 Ne4 *
",illegal
73,"1. Nd3 Ne6 2. Qc1 Nd4 *
",illegal
74,"1. d3 Ng6 2. Ng3 Ne5 *
",illegal
75,"1. e4 Nb6 2. Qf3 Nc4 *
",illegal
76,"1. d4 Ng6 2. Ng3 Nf8 *
",illegal
77,"1. c4 e5 2. f3 Ne6 *
",illegal
78,"1. e4 Ne6 2. Qh5 d6 *
",illegal
79,"1. e4 Ne6 2. c4 c5 *
",illegal
80,"1. Nd3 h5 2. Nc5 Nh7 *
",illegal
81,"1. f4 Ng6 2. Bd4 e5 *
",illegal
82,"1. e4 Nb6 2. Nd3 c5 *
",illegal
83,"1. c3 h6 2. Bg6 Nxg6 *
",illegal
84,"1. a4 e6 2. Na2 Ng6 *
",illegal
85,"1. Nd3 Nd6 2. f4 Ne4 *
",illegal
86,"1. f3 Ne6 2. Bxa7 Nd6 *
",illegal
87,"1. d4 d5 2. Nd3 Ng6 *
",illegal
88,"1. h3 Nd6 2. Ne3 Ne4 *
",illegal
89,"1. Ne3 c5 2. Nb3 f5 *
",illegal
90,"1. f4 Ng6 2. Ng3 Nh4 *
",illegal
91,"1. e4 h6 2. Nb3 d6 *
",illegal
92,"1. g4 e5 2. Nb3 d6 *
",illegal
93,"1. f3 d5 2. Bf2 Nd7 *
",illegal
94,"1. e4 d5 2. Ne3 dxe4 *
",illegal
95,"1. f4 Nb6 2. e4 Ne6 *
",illegal
96,"1. Nd3 e5 2. Nb4 d6 *
",illegal
97,"1. d4 e5 2. Ne3 f5 *
",illegal
98,"1. Ne3 Ne6 2. Nd3 Ng5 *
",illegal
99,"1. f3 Ng6 2. Ng3 e6 *
",illegal
100,"1. d4 Nb6 2. Nd2 f5 *
",illegal
101,"1. f3 g6 2. Bxa7 Nb6 *
",illegal
102,"1. e4 d5 2. c4 Nd6 *
",illegal
103,"1. d4 Ng6 2. b3 Ne5 *
",illegal
104,"1. b3 d5 2. Ng3 Nb6 *
",illegal
105,"1. e4 Ne6 2. Ne3 Nf8 *
",illegal
106,"1. e4 Ne6 2. Qf3 g6 *
",illegal
107,"1. d3 Ne6 2. f3 c6 *
",illegal
108,"1. d4 Nb6 2. f3 h6 *
",illegal
109,"1. e4 Ne6 2. Qe2 Nb6 *
",illegal
110,"1. d4 d6 2. Nd2 f5 *
",illegal
111,"1. d3 Ng6 2. Qd2 Nb6 *
",illegal
112,"1. d4 a5 2. Kd2 Ng6 *
",illegal
113,"1. Nb3 Ne6 2. f3 f6 *
",illegal
114,"1. c4 a6 2. Bc2 g6 *
",illegal
115,"1. e4 a6 2. h4 Ng6 *
",illegal
116,"1. a3 c5 2. Ba2 Ng6 *
",illegal
117,"1. g4 e6 2. Nb3 e5 *
",illegal
118,"1. a4 Nb6 2. c3 Nc8 *
",illegal
119,"1. a4 c5 2. b3 Bd6 *
",illegal
120,"1. e4 Ng6 2. g4 f6 *
",illegal
121,"1. e4 Ne6 2. Ne2 Nf4 *
",illegal
122,"1. d4 Nd6 2. e4 Nc8 *
",illegal
123,"1. e4 Nb6 2. Nb3 Ng6 *
",illegal
124,"1. d4 f5 2. Qd2 Bb3 *
",illegal
125,"1. h3 d6 2. Ne3 b5 *
",illegal
126,"1. e4 e6 2. Ne3 c6 *
",illegal
127,"1. b4 Ng6 2. Ng3 Nh4 *
",illegal
128,"1. d4 Nd6 2. Nd2 e6 *
",illegal
129,"1. a4 d6 2. Ba2 c6 *
",illegal
130,"1. e4 a5 2. Ng3 Nd6 *
",illegal
131,"1. Ne3 b6 2. g4 c5 *
",illegal
132,"1. e4 Nb6 2. Qg4 c6 *
",illegal
133,"1. d4 d6 2. a3 Nb6 *
",illegal
134,"1. d4 Nb6 2. Ng3 Ne6 *
",illegal
135,"1. d4 d5 2. Qd3 Ne6 *
",illegal
136,"1. e4 c6 2. Ne3 Qc7 *
",illegal
137,"1. e4 e5 2. Nd3 Qe7 *
",illegal
138,"1. b4 e6 2. g3 Nb6 *
",illegal
139,"1. d4 Nb6 2. a3 Nc4 *
",illegal
140,"1. d4 Nb6 2. Nd2 Ng6 *
",illegal
141,"1. e4 Ng6 2. Ke2 Nh4 *
",illegal
142,"1. g4 Nb6 2. Ne3 Qc8 *
",illegal
143,"1. e4 Nb6 2. Nb3 Na4 *
",illegal
144,"1. d4 f5 2. Nb3 Nb6 *
",illegal
145,"1. b3 Ne6 2. Ng3 Nb6 *
",illegal
146,"1. d4 Nd6 2. e4 Ng6 *
",illegal
147,"1. a4 Nd6 2. Nd3 Ng6 *
",illegal
148,"1. e4 Ng6 2. Qf3 Nb6 *
",illegal
149,"1. d4 d5 2. h4 Ng6 *
",illegal
150,"1. e4 Nd6 2. h4 Nf5 *
",illegal
151,"1. Nd3 Nb6 2. Nb4 Nd5 *
",illegal
152,"1. d4 Nd6 2. c3 Ne4 *
",illegal
153,"1. d4 Nb6 2. Nd3 Na4 *
",illegal
154,"1. b3 c5 2. Ng3 Bf4 *
",illegal
155,"1. a3 Ne6 2. Ra2 a5 *
",illegal
156,"1. d4 Ne6 2. e4 b5 *
",illegal
157,"1. Ng3 e6 2. Ne4 Ng6 *
",illegal
158,"1. Nb3 d5 2. e4 e5 *
",illegal
159,"1. h3 Nd6 2. e4 Ng6 *
",illegal
160,"1. e4 d6 2. Ne2 Qd7 *
",illegal
161,"1. d4 h6 2. c3 Nd6 *
",illegal
162,"1. b4 e5 2. Nb3 g5 *
",illegal
163,"1. d4 b5 2. a4 Ne6 *
",illegal
164,"1. Ng3 h5 2. Nf5 Rh7 *
",illegal
165,"1. d4 d6 2. Nd2 Nd7 *
",illegal
166,"1. f3 d5 2. Bxa7 d4 *
",illegal
167,"1. g4 Nd6 2. Nb3 Ng6 *
",illegal
168,"1. e4 Nb6 2. Ne3 f6 *
",illegal
169,"1. e4 h5 2. Qxh5 Nd6 *
",illegal
170,"1. a3 Nb6 2. Ne3 Qc8 *
",illegal
171,"1. g3 g6 2. Nd3 Ne6 *
",illegal
172,"1. e4 Ne6 2. Nb3 Nf4 *
",illegal
173,"1. Ng3 Nb6 2. c4 Nd5 *
",illegal
174,"1. d4 Nb6 2. b3 Qc8 *
",illegal
175,"1. a3 c5 2. Na2 Qc7 *
",illegal
176,"1. e4 e5 2. Ne2 Qf6 *
",illegal
177,"1. d4 Ne6 2. Qd3 Nf8 *
",illegal
178,"1. e4 Ng6 2. Qf3 Nh4 *
",illegal
179,"1. g4 Nb6 2. Nb3 Ng6 *
",illegal
180,"1. d4 Nd6 2. Kd2 Nc4+ *
",illegal
181,"1. e4 Nb6 2. a4 a6 *
",illegal
182,"1. f4 e5 2. Kf2 Nd6 *
",illegal
183,"1. Nd3 Nb6 2. Nf4 Na4 *
",illegal
184,"1. d4 e5 2. dxe5 Nb6 *
",illegal
185,"1. e4 Nb6 2. Ne2 d6 *
",illegal
186,"1. b3 d5 2. Ne3 a5 *
",illegal
187,"1. d4 Nd6 2. Qd3 Ng6 *
",illegal
188,"1. d4 Ne6 2. e3 Nd6 *
",illegal
189,"1. d4 Nd6 2. Qd3 Ne6 *
",illegal
190,"1. a3 Ne6 2. Ng3 c5 *
",illegal
191,"1. Nb3 Nb6 2. Ne3 Ne6 *
",illegal
192,"1. Ng3 Nb6 2. Nh5 d6 *
",illegal
193,"1. h4 c6 2. Ng3 Qc7 *
",illegal
194,"1. d4 Nb6 2. Ng3 d6 *
",illegal
195,"1. Nb3 e5 2. Ne3 Qf6 *
",illegal
196,"1. h3 f5 2. f4 Bf7 *
",illegal
197,"1. d3 h6 2. Nd2 Ng6 *
",illegal
198,"1. d4 Ng6 2. Nd2 Nd6 *
",illegal
199,"1. e4 Nb6 2. a4 Ne6 *
",illegal
200,"1. e4 e6 2. Nfe2 Nc5 *
",legal
201,"1. f3 a5 2. a3 Bf6 *
",legal
202,"1. d4 Bc6 2. Qd3 Bb8 *
",legal
203,"1. a3 Bf6 2. g3 Be4 *
",legal
204,"1. f3 Bf6 2. c3 c6 *
",legal
205,"1. d4 Bf6 2. Ng5 Bg8 *
",legal
206,"1. h3 Bc6 2. Bc3 Bf6 *
",legal
207,"1. Ba3 e6 2. Bf3 a5 *
",legal
208,"1. d4 d6 2. Nh6 gxh6 *
",legal
209,"1. e4 Bc6 2. Na6 b6 *
",legal
210,"1. d4 Bc6 2. g3 Bxd4 *
",legal
211,"1. c3 g5 2. c4 Bf6 *
",legal
212,"1. b3 d6 2. Nb2 f5 *
",legal
213,"1. c4 Bf6 2. a3 Be4 *
",legal
214,"1. g3 f5 2. h3 Bf6 *
",legal
215,"1. e4 a6 2. Nfd3 f5 *
",legal
216,"1. d4 d5 2. Ncd2 Ng4 *
",legal
217,"1. e4 d5 2. Na6 Kd7 *
",legal
218,"1. e4 d6 2. Be2 Bc6 *
",legal
219,"1. e4 d6 2. d3 Bc6 *
",legal
220,"1. d4 Bf6 2. Bd2 g6 *
",legal
221,"1. d4 Bf6 2. Qd2 Bg4 *
",legal
222,"1. f4 e5 2. Bc3 Ke7 *
",legal
223,"1. d4 e5 2. Qd2 Bc6 *
",legal
224,"1. c4 Bc6 2. e3 Rb8 *
",legal
225,"1. e3 b6 2. Nfe2 a6 *
",legal
226,"1. e4 h5 2. d3 Bc6 *
",legal
227,"1. c3 c5 2. e4 Bf6 *
",legal
228,"1. d4 Bf6 2. b3 g5 *
",legal
229,"1. e4 d6 2. Nfd3 Ncd7 *
",legal
230,"1. c3 d6 2. Qa4+ Bd7 *
",legal
231,"1. e4 d5 2. Be2 Qd6 *
",legal
232,"1. Bc3 g6 2. h4 Bc6 *
",legal
233,"1. e4 Bf6 2. Qg4 e6 *
",legal
234,"1. d3 Bc6 2. Nh6 Bb4+ *
",legal
235,"1. h3 Bf6 2. Bf3 Bg8 *
",legal
236,"1. a3 d5 2. Bf3 Nce6 *
",legal
237,"1. e4 e5 2. Na6 Qg5 *
",legal
238,"1. c4 d6 2. Ba3 Ng4 *
",legal
239,"1. e4 Bf6 2. Qe2 e5 *
",legal
240,"1. e3 Bf6 2. a4 Bc6 *
",legal
241,"1. h3 Bf6 2. d3 Be4 *
",legal
242,"1. a4 Bf6 2. Ba3 a5 *
",legal
243,"1. d4 Bf6 2. Kd2 Bh5 *
",legal
244,"1. d4 f5 2. Bf3 Bc6 *
",legal
245,"1. f4 d6 2. Kf2 Nf5 *
",legal
246,"1. f3 Bc6 2. g4 Bb8 *
",legal
247,"1. e4 d6 2. Ba3 Bd7 *
",legal
248,"1. a3 d5 2. f4 Bc6 *
",legal
249,"1. e4 h6 2. Nb5 Bc6 *
",legal
250,"1. g4 Bf6 2. Nh3 Rg8 *
",legal
251,"1. e4 c6 2. Qf3 Bf6 *
",legal
252,"1. Ba3 Bc6 2. h4 Bd4 *
",legal
253,"1. d4 d6 2. Bd2 h6 *
",legal
254,"1. Bh3 Bf6 2. e4 e6 *
",legal
255,"1. d4 Bf6 2. Qd3 a6 *
",legal
256,"1. a4 Bc6 2. Bc3 a6 *
",legal
257,"1. d3 f5 2. Nh6 a6 *
",legal
258,"1. Ba3 b6 2. Bb1 Nb7 *
",legal
259,"1. e4 b5 2. Nc4 Bf6 *
",legal
260,"1. Bc3 Bf6 2. Bb5 Be4 *
",legal
261,"1. h4 Bf6 2. Bc3 Bd5 *
",legal
262,"1. a3 Bc6 2. e3 Bb8 *
",legal
263,"1. e3 Bf6 2. Bc3 Bc6 *
",legal
264,"1. Bf3 c5 2. Bd4 Bc6 *
",legal
265,"1. e3 Bf6 2. Na6 d6 *
",legal
266,"1. e4 Bc6 2. Be2 Bd4 *
",legal
267,"1. e4 Bc6 2. Ba3 Bd4 *
",legal
268,"1. e4 e6 2. c4 Bf6 *
",legal
269,"1. e4 f6 2. Qg4 Bc6 *
",legal
270,"1. f4 Bf6 2. a4 d5 *
",legal
271,"1. e4 d6 2. Ba3 Ba6 *
",legal
272,"1. b3 e5 2. Ba3 Be7 *
",legal
273,"1. d4 Bf6 2. h4 e5 *
",legal
274,"1. Ba3 d6 2. Bb1 Bf6 *
",legal
275,"1. e4 e5 2. Bf3 Nb4 *
",legal
276,"1. d3 e5 2. Bc3 Nb4 *
",legal
277,"1. e4 c6 2. Be2 Bf6 *
",legal
278,"1. e4 Bf6 2. Ke2 Bd5 *
",legal
279,"1. d4 Bc6 2. Kd2 Ba5+ *
",legal
280,"1. a3 Bf6 2. Bf3 Bg8 *
",legal
281,"1. e4 f6 2. Bc3 a5 *
",legal
282,"1. Ba3 d6 2. c4 Bc6 *
",legal
283,"1. d4 Bc6 2. Nf4 Bf6 *
",legal
284,"1. h4 Bc6 2. Bf3 Bb4 *
",legal
285,"1. d4 d5 2. Kd2 Nh3 *
",legal
286,"1. d4 Bf6 2. Bf3 Be4 *
",legal
287,"1. Bf3 d6 2. Bg1 Qd7 *
",legal
288,"1. e4 h5 2. Bf3 Bf6 *
",legal
289,"1. e4 Bc6 2. c3 Be5 *
",legal
290,"1. d3 Bc6 2. h4 Bf6 *
",legal
291,"1. d4 e5 2. Bd2 b6 *
",legal
292,"1. b4 Bf6 2. Nb2 Bc6 *
",legal
293,"1. e4 e5 2. Nfe2 Qh4 *
",legal
294,"1. e4 Bc6 2. Nfd3 g5 *
",legal
295,"1. g4 Bc6 2. Ng2 Bb4 *
",legal
296,"1. Ba3 c5 2. g4 Qc7 *
",legal
297,"1. Bh3 c5 2. Bg5 Qa5 *
",legal
298,"1. e4 Bf6 2. Nfd3 Bg8 *
",legal
299,"1. a3 g5 2. Ra2 Nh6 *
",legal
300,"1. a3 Bc6 2. Bf3 Ba5 *
",legal
301,"1. Ba3 d6 2. Bc4 Ncd7 *
",legal
302,"1. b3 f5 2. g3 Bc6 *
",legal
303,"1. f4 c5 2. Bc3 Ba6 *
",legal
304,"1. e4 Bf6 2. Bf3 c5 *
",legal
305,"1. e4 Bh6 2. Ke2 Bc6 *
",legal
306,"1. d4 d6 2. Ncd2 Qd7 *
",legal
307,"1. e4 Bf6 2. Nc4 Bg8 *
",legal
308,"1. Bc3 Bf6 2. Rb1 Bc6 *
",legal
309,"1. d4 Ba6 2. Nh6 Bb4+ *
",legal
310,"1. f3 a6 2. Kf2 Bf6 *
",legal
311,"1. g3 e5 2. Ng2 a5 *
",legal
312,"1. c3 Bf6 2. Bf3 Rg8 *
",legal
313,"1. d4 c5 2. Bf3 cxd4 *
",legal
314,"1. h4 Bc6 2. e3 Bd4 *
",legal
315,"1. c3 Bf6 2. Qc2 Bg4 *
",legal
316,"1. Bc3 Bf6 2. Ba4 Bc6 *
",legal
317,"1. d4 b5 2. Nf4 Bf6 *
",legal
318,"1. e4 Bc6 2. Bf3 Bb8 *
",legal
319,"1. e3 g6 2. Na6 h5 *
",legal
320,"1. Bc3 Bf6 2. Bd5 h6 *
",legal
321,"1. e4 e6 2. c3 Nb4 *
",legal
322,"1. h4 d6 2. Bc3 Bc6 *
",legal
323,"1. c4 Bf6 2. Qc2 Rg8 *
",legal
324,"1. d3 d5 2. Bd2 Bc6 *
",legal
325,"1. a3 Bf6 2. Ra2 Bc6 *
",legal
326,"1. Bc3 Bf6 2. Bb1 Bg4 *
",legal
327,"1. d4 Bf6 2. Bc3 h6 *
",legal
328,"1. e4 g5 2. Nb5 Ng7 *
",legal
329,"1. b4 d5 2. c4 Ncd7 *
",legal
330,"1. d4 e6 2. Nf4 a6 *
",legal
331,"1. b3 e6 2. Nb2 a5 *
",legal
332,"1. e4 Bc6 2. Qe2 Rb8 *
",legal
333,"1. Bc3 e6 2. Bb5 Nfe7 *
",legal
334,"1. e4 c5 2. Bc3 Qb6 *
",legal
335,"1. d4 c5 2. g3 Bf6 *
",legal
336,"1. d4 Bc6 2. Bf3 d5 *
",legal
337,"1. Ba3 e6 2. b3 Be7 *
",legal
338,"1. d4 d6 2. Bd2 Ncd7 *
",legal
339,"1. e4 Bf6 2. Ke2 Bg8 *
",legal
340,"1. d4 e5 2. Bf3 Bf6 *
",legal
341,"1. e4 c5 2. Bh3 h6 *
",legal
342,"1. Ba3 Bh6 2. Bc4 Bf5 *
",legal
343,"1. d4 f6 2. Qd2 Bc6 *
",legal
344,"1. g4 d5 2. e3 Ncd7 *
",legal
345,"1. d3 e6 2. Ng5 Nfd6 *
",legal
346,"1. h4 d6 2. Bf3 c6 *
",legal
347,"1. d4 Bf6 2. Nf4 Bd5 *
",legal
348,"1. Bc3 c5 2. e3 Bc6 *
",legal
349,"1. d4 d5 2. Ng5 f5 *
",legal
350,"1. e4 Bc6 2. Nfd3 Be5 *
",legal
351,"1. c3 Bf6 2. a4 Rg8 *
",legal
352,"1. h3 Bf6 2. Bc3 Bg8 *
",legal
353,"1. e4 Bf6 2. Nfe2 a5 *
",legal
354,"1. b3 Bc6 2. f3 Bd4 *
",legal
355,"1. e4 Bf6 2. Qe2 Bxe4 *
",legal
356,"1. Bf3 Bc6 2. Rg1 b6 *
",legal
357,"1. d4 e5 2. Bf3 Ba6 *
",legal
358,"1. d4 d6 2. Nf4 Nf5 *
",legal
359,"1. Bh3 Bf6 2. Rg1 Bd5 *
",legal
360,"1. d4 c5 2. Nce3 g6 *
",legal
361,"1. e4 a6 2. Nfd3 Bc6 *
",legal
362,"1. f3 Bc6 2. e3 Bd4 *
",legal
363,"1. d3 b5 2. Nf4 Bf6 *
",legal
364,"1. d3 Bf6 2. Bf3 Bh5 *
",legal
365,"1. e4 g5 2. Bf3 Ng7 *
",legal
366,"1. g3 d6 2. Ba3 c6 *
",legal
367,"1. e4 d5 2. Qh5 Bf6 *
",legal
368,"1. e4 Bf6 2. Nb5 Bxe4 *
",legal
369,"1. e4 h5 2. Bf3 Rh6 *
",legal
370,"1. e4 e5 2. Nfd3 Bc6 *
",legal
371,"1. d4 d6 2. e3 Ng4 *
",legal
372,"1. Bf3 Bf6 2. b4 Be4 *
",legal
373,"1. e4 g5 2. Nb5 Ng7 *
",legal
374,"1. d4 e6 2. a3 Bc6 *
",legal
375,"1. Bc3 Bf6 2. g3 Rg8 *
",legal
376,"1. f4 Bc6 2. Bf3 Be5 *
",legal
377,"1. e4 Bf6 2. Nfe2 b6 *
",legal
378,"1. d4 e6 2. Bh3 Qe7 *
",legal
379,"1. g4 Bf6 2. b3 e6 *
",legal
380,"1. d4 Bc6 2. Ng5 d5 *
",legal
381,"1. Bc3 g6 2. e3 Nh6 *
",legal
382,"1. d4 Bf6 2. Bd2 c5 *
",legal
383,"1. Bh3 Bf6 2. b3 Bh5 *
",legal
384,"1. d3 d5 2. e3 Bf6 *
",legal
385,"1. d4 Bc6 2. h4 Be5 *
",legal
386,"1. e4 g6 2. Nfd3 Nh6 *
",legal
387,"1. e4 c6 2. Qf3 Bf6 *
",legal
388,"1. d4 e5 2. Bd2 Qe7 *
",legal
389,"1. f3 Bf6 2. Bc3 Bd5 *
",legal
390,"1. e4 a5 2. Be2 Bc6 *
",legal
391,"1. d4 e5 2. Nh6 g5 *
",legal
392,"1. d4 Bf6 2. g4 e6 *
",legal
393,"1. e3 c5 2. Nfd3 Qc7 *
",legal
394,"1. d4 e5 2. Bf3 Be7 *
",legal
395,"1. e3 d6 2. b4 Nh3 *
",legal
396,"1. e4 d6 2. Ba3 Nce6 *
",legal
397,"1. e4 e6 2. Nb5 Ke7 *
",legal
398,"1. h4 Bf6 2. Bc3 Bc6 *
",legal
399,"1. d4 e6 2. Ba3 Nfd6 *
",legal
