,input,label
408,"What movie is simlar to Pulp Fiction, Dances with Wolves, The Fugitive, The Shawshank Redemption? Choose from the following: Baby Secret of the Lost Legend, The Care Bears Movie, The Fiendish Plot of Dr Fu Manchu, Forrest Gump",Forrest Gump
490,"What movie is simlar to The Shawshank Redemption, Get Shorty, Tombstone, Pulp Fiction? Choose from the following: A Bad Moms Christmas, Mr Holland's Opus, The Presidio, Dragon Ball Z The History of Trunks",Mr Holland's Opus
491,"What movie is simlar to Braveheart, The Fugitive, Pulp Fiction, Get Shorty? Choose from the following: Deliver Us from Evil, The Closer You Get, Jackass The Movie, What's Eating Gilbert Grape",What's Eating Gilbert Grape
280,"What movie is simlar to Star Wars Episode V - The Empire Strikes Back, The Sixth Sense, Back to the Future, The Terminator? Choose from the following: Family Guy Presents It's a Trap, Charlie and the Chocolate Factory, Futurama Bender's Game, Toy Story",Toy Story
356,"What movie is simlar to Forrest Gump, The Dark Knight, The Shawshank Redemption, Fight Club? Choose from the following: Bangkok Dangerous, Clown, Yogi Bear, Blade Runner",Blade Runner
76,"What movie is simlar to Braveheart, Schindler's List, The Silence of the Lambs, Jurassic Park? Choose from the following: Independence Day, Broken, Toy Story 2, Men of Honor",Independence Day
461,"What movie is simlar to Fargo, Monty Python and the Holy Grail, Pulp Fiction, Twelve Monkeys? Choose from the following: High Heels and Low Lifes, Extraordinary Tales, Pi, Rubber",Pi
497,"What movie is simlar to Get Shorty, The Shawshank Redemption, The Fugitive, Mr Holland's Opus? Choose from the following: Joe Dirt 2 Beautiful Loser, Braveheart, Where Eagles Dare, Polyester",Braveheart
211,"What movie is simlar to The Shawshank Redemption, Pulp Fiction, Schindler's List, Braveheart? Choose from the following: The Bank Job, Robot Carnival, Dances with Wolves, The Family Stone",Dances with Wolves
101,"What movie is simlar to Star Wars Episode VI - Return of the Jedi, Jurassic Park, Independence Day, The Silence of the Lambs? Choose from the following: Let It Ride, Bobby Jones, Stroke of Genius, Forrest Gump, My Own Private Idaho",Forrest Gump
334,"What movie is simlar to The Lord of the Rings The Two Towers, Raiders of the Lost Ark, The Lord of the Rings The Fellowship of the Ring, Inception? Choose from the following: Ladybugs, American Ultra, Saving Private Ryan, Siam Sunset",Saving Private Ryan
475,"What movie is simlar to The Matrix, Seven, The Usual Suspects, Reservoir Dogs? Choose from the following: The Godfather Part II, The Sting, Trash Humpers, The Seventh Sign",The Godfather Part II
336,"What movie is simlar to Gladiator, Saving Private Ryan, The Matrix, Inception? Choose from the following: Bad Boy Bubby, Raiders of the Lost Ark, Whatever Works, Porco Rosso",Raiders of the Lost Ark
440,"What movie is simlar to Crimson Tide, The Shawshank Redemption, Pulp Fiction, Forrest Gump? Choose from the following: Phineas and Ferb the Movie Across the 2nd Dimension, Dances with Wolves, The Survivalist, Death of a Salesman",Dances with Wolves
173,"What movie is simlar to Dances with Wolves, Pulp Fiction, Apollo 13, Schindler's List? Choose from the following: Pokémon Heroes, The Usual Suspects, Mars Needs Moms, Samurai Rebellion",The Usual Suspects
2,"What movie is simlar to Star Wars Episode IV - A New Hope, Star Wars Episode V - The Empire Strikes Back, The Silence of the Lambs, The Princess Bride? Choose from the following: The Valet, Love Potion #9, The Twilight Samurai, Fargo",Fargo
333,"What movie is simlar to The Lord of the Rings The Two Towers, The Lord of the Rings The Fellowship of the Ring, Star Wars Episode IV - A New Hope, The Matrix? Choose from the following: The Return, The Hidden Fortress, Schindler's List, The End of the Affair",Schindler's List
409,"What movie is simlar to Forrest Gump, The Fugitive, The Shawshank Redemption, Dances with Wolves? Choose from the following: Voices from the List, Planet 51, Pulp Fiction, Final Fantasy VII Advent Children",Pulp Fiction
70,"What movie is simlar to Braveheart, Forrest Gump, The Silence of the Lambs, Independence Day? Choose from the following: Mogambo, Jurassic Park, Dorian Gray, Play It Again, Sam",Jurassic Park
209,"What movie is simlar to Schindler's List, Pulp Fiction, Braveheart, The Usual Suspects? Choose from the following: 12 Angry Men, Mo' Better Blues, Mindhunters, The Shawshank Redemption",The Shawshank Redemption
63,"What movie is simlar to Forrest Gump, Independence Day, The Mask, Jurassic Park? Choose from the following: Hulk, Batman, Footloose, The Void",Batman
384,"What movie is simlar to Forrest Gump, The Shawshank Redemption, The Matrix, Star Wars Episode I - The Phantom Menace? Choose from the following: Fight Club, I Shot Jesse James, Out Cold, Blackrock",Fight Club
93,"What movie is simlar to The Terminator, Star Wars Episode VI - Return of the Jedi, Forrest Gump, Star Wars Episode IV - A New Hope? Choose from the following: Independence Day, The Human Condition III, The Lifeguard, Secretary",Independence Day
485,"What movie is simlar to Dances with Wolves, The Shawshank Redemption, Stargate, Tombstone? Choose from the following: The Fugitive, Frankenstein Unbound, Easter Parade, One Crazy Summer",The Fugitive
185,"What movie is simlar to Braveheart, Apollo 13, The Shawshank Redemption, Pulp Fiction? Choose from the following: A Boy and His Dog, Dances with Wolves, Dragonheart, Scary Movie 2",Dances with Wolves
33,"What movie is simlar to Dances with Wolves, Schindler's List, The Mask, Batman? Choose from the following: Clear and Present Danger, Dune, Funny People, Spartacus",Clear and Present Danger
77,"What movie is simlar to Forrest Gump, The Fugitive, Independence Day, Fargo? Choose from the following: Comic-Con Episode IV A Fan's Hope, Harley Davidson and the Marlboro Man, Heat, Scratch",Heat
0,"What movie is simlar to Mission Impossible, The Silence of the Lambs, American Beauty, Star Wars Episode IV - A New Hope? Choose from the following: Austin Powers International Man of Mystery, Alesha Popovich and Tugarin the Dragon, In Cold Blood, Rosetta",Austin Powers International Man of Mystery
11,"What movie is simlar to American Beauty, Goodfellas, The Silence of the Lambs, Star Wars Episode IV - A New Hope? Choose from the following: Christmas in Connecticut, The Princess Bride, Bill & Ted's Bogus Journey, Melvin and Howard",The Princess Bride
415,"What movie is simlar to Forrest Gump, The Fugitive, The Shawshank Redemption, Pulp Fiction? Choose from the following: Anchors Aweigh, Looney Tunes Back in Action, Porky's Revenge, Dances with Wolves",Dances with Wolves
22,"What movie is simlar to The Princess Bride, American Beauty, Monty Python and the Holy Grail, Raiders of the Lost Ark? Choose from the following: The Nutty Professor, Star Wars Episode IV - A New Hope, Antichrist, Stroszek",Star Wars Episode IV - A New Hope
72,"What movie is simlar to Heat, The Fugitive, Forrest Gump, The Silence of the Lambs? Choose from the following: Death Race 2, Cannonball Run II, Independence Day, Slumber Party Massacre II",Independence Day
182,"What movie is simlar to The Shawshank Redemption, Apollo 13, Terminator 2 Judgment Day, Dead Man Walking? Choose from the following: Frankenstein Unbound, Jon Stewart Has Left the Building, Clear and Present Danger, Little Giants",Clear and Present Danger
131,"What movie is simlar to Monty Python and the Holy Grail, The Silence of the Lambs, Star Wars Episode V - The Empire Strikes Back, Star Wars Episode IV - A New Hope? Choose from the following: Child's Play 3, Some Kind of Wonderful, Goodfellas, Chocolat",Goodfellas
410,"What movie is simlar to Pulp Fiction, Stargate, The Fugitive, The Shawshank Redemption? Choose from the following: The Astronaut Farmer, It's Pat, One-Eyed Jacks, Dances with Wolves",Dances with Wolves
193,"What movie is simlar to Dances with Wolves, Pulp Fiction, Braveheart, Apollo 13? Choose from the following: Schindler's List, Brief Encounter, A Perfect Plan, The Onion Movie",Schindler's List
55,"What movie is simlar to Jurassic Park, Independence Day, Forrest Gump, Batman? Choose from the following: The Firm, Roger Dodger, Innocent Man, An, The Silence of the Lambs",The Silence of the Lambs
148,"What movie is simlar to Aladdin, Fargo, Schindler's List, Braveheart? Choose from the following: The Fugitive, End of Watch, Live Free or Die Hard, Eddie Murphy Raw",The Fugitive
18,"What movie is simlar to Austin Powers International Man of Mystery, Star Wars Episode IV - A New Hope, Star Wars Episode V - The Empire Strikes Back, Mission Impossible? Choose from the following: The Impostors, Virunga, Self-criticism of a Bourgeois Dog, American Beauty",American Beauty
204,"What movie is simlar to Schindler's List, The Shawshank Redemption, Dances with Wolves, Braveheart? Choose from the following: Killing Zoe, Apollo 13, The 40-Year-Old Virgin, The Navigator",Apollo 13
78,"What movie is simlar to The Silence of the Lambs, Forrest Gump, Batman, The Usual Suspects? Choose from the following: Doctor Who Voyage Of The Damned, Jurassic Park, 28 Up, Golmaal",Jurassic Park
494,"What movie is simlar to Get Shorty, The Shawshank Redemption, The Fugitive, Pulp Fiction? Choose from the following: Battle Royale 2 Requiem, The Lodger A Story of the London Fog, Braveheart, Paterson",Braveheart
262,"What movie is simlar to American Beauty, The Sixth Sense, Star Wars Episode V - The Empire Strikes Back, Star Wars Episode IV - A New Hope? Choose from the following: Death to Smoochy, The Artist, LA Confidential, New York, I Love You",LA Confidential
323,"What movie is simlar to Inception, Inside Out, Edge of Tomorrow, Star Wars Episode VII - The Force Awakens? Choose from the following: Pulp Fiction, Dutch, Murder in the First, Mystery, Alaska",Pulp Fiction
483,"What movie is simlar to Pulp Fiction, The Usual Suspects, Twelve Monkeys, Terminator 2 Judgment Day? Choose from the following: The Fugitive, Lightning Jack, SFW, Ghost in the Shell Arise - Border 1 Ghost Pain",The Fugitive
79,"What movie is simlar to Star Wars Episode VI - Return of the Jedi, The Silence of the Lambs, Forrest Gump, Jurassic Park? Choose from the following: Beethoven, Mission Impossible, Hairspray, Shampoo",Mission Impossible
39,"What movie is simlar to The Usual Suspects, Schindler's List, Braveheart, Dances with Wolves? Choose from the following: The Way of the Gun, Bully, Fiddler on the Roof, Batman",Batman
451,"What movie is simlar to Braveheart, The Fugitive, The Shawshank Redemption, The Usual Suspects? Choose from the following: Down to the Bone, Dances with Wolves, Starship Troopers, Return to Paradise",Dances with Wolves
46,"What movie is simlar to Seven, Fargo, Schindler's List, Forrest Gump? Choose from the following: The Silence of the Lambs, The Bounty, The Out-of-Towners, Free to Play",The Silence of the Lambs
238,"What movie is simlar to The Fugitive, Terminator 2 Judgment Day, Aladdin, Toy Story? Choose from the following: The Edge of Love, Untitled Spider-Man Reboot, The Lion King, Daddy Day Camp",The Lion King
391,"What movie is simlar to Get Shorty, Mr Holland's Opus, Stargate, Dances with Wolves? Choose from the following: The Prime Gig, 9 12 Weeks, The Usual Suspects, It Happened One Night",The Usual Suspects
352,"What movie is simlar to The Princess Bride, The Shawshank Redemption, Raiders of the Lost Ark, The Matrix? Choose from the following: Black Mirror, Power of Nightmares, The The Rise of the Politics of Fear, Pulp Fiction, Hope Springs",Pulp Fiction
341,"What movie is simlar to Seven, Star Wars Episode IV - A New Hope, Star Wars Episode V - The Empire Strikes Back, American Beauty? Choose from the following: Wadjda, Gray's Anatomy, Rear Window, The Shaggy DA",Rear Window
277,"What movie is simlar to American Beauty, Dr Strangelove or How I Learned to Stop Worrying and Love the Bomb, The Lord of the Rings The Two Towers, Seven Samurai? Choose from the following: Latter Days, Dirty Dancing Havana Nights, The Silence of the Lambs, The Devil and Daniel Johnston",The Silence of the Lambs
290,"What movie is simlar to Up, Star Wars Episode IV - A New Hope, The Matrix, Inception? Choose from the following: Mr Wonderful, Raiders of the Lost Ark, Dr Horrible's Sing-Along Blog, Buddy",Raiders of the Lost Ark
317,"What movie is simlar to The Matrix, Inception, Pulp Fiction, Forrest Gump? Choose from the following: Raiders of the Lost Ark, Changing Lanes, The Ewok Adventure, High Noon",Raiders of the Lost Ark
304,"What movie is simlar to Pulp Fiction, Forrest Gump, Inside Out, Edge of Tomorrow? Choose from the following: 1984, Good Night, and Good Luck, Kiss of the Dragon, District 9",District 9
268,"What movie is simlar to Star Wars Episode V - The Empire Strikes Back, Batman, Jurassic Park, Toy Story? Choose from the following: Ghostbusters II, The Internet's Own Boy The Story of Aaron Swartz, Only Old Men Are Going to Battle, Inhale",Ghostbusters II
69,"What movie is simlar to Braveheart, Forrest Gump, The Silence of the Lambs, The Fugitive? Choose from the following: Cannibal Holocaust, Seven, Bride & Prejudice, Night at the Museum Secret of the Tomb",Seven
455,"What movie is simlar to Braveheart, Dances with Wolves, Crimson Tide, The Shawshank Redemption? Choose from the following: Misérables, Les, The Fugitive, The Emperor's Club, Cooties",The Fugitive
465,"What movie is simlar to The Usual Suspects, Pulp Fiction, Goodfellas, The Godfather? Choose from the following: Big Daddy, Mogambo, Kiss Kiss Bang Bang, Monty Python and the Holy Grail",Monty Python and the Holy Grail
154,"What movie is simlar to Dances with Wolves, The Lion King, The Fugitive, The Shawshank Redemption? Choose from the following: Schindler's List, Day for Night, Man of the House, The Neon Demon",Schindler's List
82,"What movie is simlar to The Terminator, The Silence of the Lambs, Batman, Independence Day? Choose from the following: Up in the Air, Trailer Park Boys, Jurassic Park, Two Mules for Sister Sara",Jurassic Park
477,"What movie is simlar to Pulp Fiction, Fargo, Twelve Monkeys, Monty Python and the Holy Grail? Choose from the following: Cloud Atlas, Friday Night Lights, The Godfather, Pride and Prejudice",The Godfather
172,"What movie is simlar to The Shawshank Redemption, Clueless, Pulp Fiction, Dances with Wolves? Choose from the following: Let Me In, Schindler's List, The Last Castle, The Treasure of the Sierra Madre",Schindler's List
321,"What movie is simlar to Raiders of the Lost Ark, The Matrix, Pulp Fiction, Saving Private Ryan? Choose from the following: Independence Day, Chairman of the Board, Killer Elite, In a Lonely Place",Independence Day
90,"What movie is simlar to Batman, The Silence of the Lambs, Jurassic Park, Independence Day? Choose from the following: The Sessions, The Girl Who Kicked the Hornet's Nest, Forrest Gump, Before Night Falls",Forrest Gump
180,"What movie is simlar to The Usual Suspects, Braveheart, Pulp Fiction, Schindler's List? Choose from the following: The Cabinet of Dr Caligari, The Shawshank Redemption, Spider-Man 2, Taxi",The Shawshank Redemption
414,"What movie is simlar to Dances with Wolves, Clear and Present Danger, The Fugitive, Stargate? Choose from the following: Creep, The Shawshank Redemption, The Messengers, The Best Man",The Shawshank Redemption
312,"What movie is simlar to Spirited Away, The Godfather, Requiem for a Dream, Léon The Professional? Choose from the following: War of the Worlds, Pulp Fiction, City by the Sea, Total Recall",Pulp Fiction
278,"What movie is simlar to The Sixth Sense, The Lord of the Rings The Two Towers, The Usual Suspects, Forrest Gump? Choose from the following: Nothing to Declare, Crossfire, End of Days, Star Wars Episode IV - A New Hope",Star Wars Episode IV - A New Hope
381,"What movie is simlar to Kill Bill Vol 2, Kill Bill Vol 1, Forrest Gump, Memento? Choose from the following: Rising Sun, Rumble in the Bronx, Domino, The Shawshank Redemption",The Shawshank Redemption
472,"What movie is simlar to The Hunt for Red October, The Usual Suspects, The Sixth Sense, The Fugitive? Choose from the following: The Opposite Sex, Mr Holmes, Pulp Fiction, The Letter",Pulp Fiction
362,"What movie is simlar to Raiders of the Lost Ark, The Matrix, Pulp Fiction, Forrest Gump? Choose from the following: Trail of the Pink Panther, Inception, Firestarter, Joe's Apartment",Inception
324,"What movie is simlar to The Green Mile, The Matrix, Saving Private Ryan, Gladiator? Choose from the following: 49 Up, Gattaca, Alex and Emma, The Terrorist",Gattaca
431,"What movie is simlar to Get Shorty, The Fugitive, Pulp Fiction, The Usual Suspects? Choose from the following: Tomcats, The Librarian Quest for the Spear, Spacehunter Adventures in the Forbidden Zone, Forrest Gump",Forrest Gump
347,"What movie is simlar to Requiem for a Dream, Goodfellas, Schindler's List, The Lord of the Rings The Return of the King? Choose from the following: The Twelve Tasks of Asterix, The Woods, Dead Again, Seven Samurai",Seven Samurai
86,"What movie is simlar to Forrest Gump, The Silence of the Lambs, The Usual Suspects, The Blues Brothers? Choose from the following: From Hell, The Insider, Independence Day, Bride of Chucky",Independence Day
75,"What movie is simlar to Forrest Gump, The Silence of the Lambs, Fargo, Seven? Choose from the following: Schindler's List, The Diary of Anne Frank, Cleanskin, Boy",Schindler's List
438,"What movie is simlar to The Shawshank Redemption, Pulp Fiction, Don Juan DeMarco, Dances with Wolves? Choose from the following: Broken Flowers, Mr Holland's Opus, Jackass 35, Dark City",Mr Holland's Opus
15,"What movie is simlar to The Sword in the Stone, The Jungle Book, Fantasia, The Wizard of Oz? Choose from the following: 8 12, Far from Heaven, Willy Wonka & the Chocolate Factory, Pet Sematary",Willy Wonka & the Chocolate Factory
